Date,Description
"January 14, 1993","Calvin asks Susie what's wrong with her snowman.  It has breasts.  Susie tells him it's a snow woman.  Later, with Calvin standing next to a snowman with its back to Mom, she tells Calvin they're not having an anatomically correct snowman in the front yard."
"January 14, 1994","Calvin tells Hobbes that some people complain all the time.  He goes on to say they never let things go.  Those people drive Calvin nuts.  He says they don't change the subject, and you wonder what's wrong with them.  Hobbes rolls his eyes and says maybe they're not self-aware.  Calvin says that's another thing that gets on his nerves."
"January 14, 1995","Sledding down the hill, Calvin tells Hobbes he will grow up to be a scientist.  He will dedicate his career to the proposition that man can reshape the universe.  He says he'll probably go into genetic engineering and create new life forms.  As they crash into a tree and fly through the air, Hobbes asks Calvin if he wants to play God.  Calvin replies ""not exactly"".  He says God never bothered to patent his stuff."
"January 15, 1986",Susie and Calvin are on their way to the principal's office as Susie stops to wonder if they'll get paddled. She believes she won't because she's a girl.  Calvin wonders why that makes a difference.  Susie informs him that girls have more delicate heinies.
"January 15, 1987","Susie walks through the snow saying ""Sticks and stones may break my bones, but words will never hurt me"". She walks along smiling, then drops her head down and says ""Yeah, right""."
"January 15, 1988","Max comes into his room to see Calvin doing something.  Max asks what he's doing.  Calvin looks at all the stuff from the luggage lying on the floor.  He tells Max he's looking through his luggage.  He asks what it looks like he's doing. Max wants to know if Mom and Dad raised him themselves or if they untied Calvin for the visit.  Calvin asks if Max brought him a present, since he can't find one anywhere."
"January 15, 1989","Calvin and Hobbes are sitting on the toboggan.  Calvin asks if Hobbes is ready.  He says yes, so off they go. Hobbes steps off the back of the toboggan.  He brushes the snow off himself and watches the toboggan go down the hill.  He turns his head at one point, covering his eyes.  He covers his mouth at another.  He looks into the air, following Calvin's journey.  As Calvin comes back up the hill, covered in snow and branches, Hobbes tells him he told him so.  Calvin tells Hobbes to help him gather the sled, and he calls him a sissy."
"January 15, 1990","Mom sees Calvin outside.  She asks if she didn't just send him to clean his room.  Calvin replies no.  Mom brings him inside and says she did tell him to clean the room.  She says she's losing patience for this game.  Calvin tells Hobbes she must have seen his duplicate.  They go to find the duplicate before he can cause any more trouble.  In the bedroom, another duplicate walks out of the duplicator.  Number two introduces himself to number three."
"January 15, 1991","Calvin is spraying water over the snow goons.  He says he'll freeze them where they snooze.  He walks through the yard spraying water all over.  He covers all the snow goons, then sprays some more water around to be sure everything's frozen.  Hobbes notices Mom and Dad's light is on.  He tells Calvin that he thinks Dad is coming.  Calvin wonders if he should spray Dad, also."
"January 15, 1993","Hobbes pulls the sled up the hill.  Calvin complains he hates trudging up the hills.  He didn't come out to work, he came out to play.  Hobbes tells him he can't ride the sled if he doesn't climb the hills.  Calvin says he can, if Hobbes pulls him up.  Calvin, standing with the sled rope in hand and no Hobbes around, says Hobbes is lazy and selfish."
"January 15, 1994",Calvin sits on his sled with an electric fan behind him.  Hobbes holds the end of the electric cord.  He tells Calvin they need more extension cords.
"January 15, 1995","Calvin is freezing in bed.  Hobbes tells him he should have a fur coat like his.  Calvin puts his feet on Hobbes to warm up.  Hobbes jumps.  Calvin tells him to quit letting cold air in.  Hobbes tells Calvin to keep his cold feet on his side of the bed.  Calvin protests that Hobbes' behind was on his side.  Hobbes indicates the demilitarized zone between their sides.  Calvin claims the whole bed and says animals should sleep on the floor.  Hobbes takes the blanket and leaves.  The sounds of their fighting is heard by Mom.  Calvin is looking for Hobbes when a ghostly apparition rises before him.  Calvin yells in terror.  Hobbes has the bed to himself.  Dad is awakened by icy cold feet.  Calvin is in bed with him and Mom.  Mom tells Dad that Calvin had a nightmare.  Calvin says that if it's too crowded, they are welcome to sleep downstairs."
"January 16, 1986","Susie is complaining to Calvin about not wanting to get spanked.  She's worried it will go on their academic transcripts.  She sniffles.  Then, she unleashes a threat to Calvin that he'll answer to her parents if Susie doesn't get a Master's degree."
"January 16, 1987","Calvin walks up to Susie and haltingly starts to apologize.  Susie tells him to get lost and that he's mean.  She walks away.  Calvin yells after her that she shouldn't walk away, he's trying to apologize.  Then, he calls her a dumb noodleloaf.  He smacks himself on the forehead."
"January 16, 1988","Calvin asks if he can sit by Max at the dinner table.  Mom agrees.  She tells Max he should be flattered that Calvin asked to sit by him.  Max says that's sweet.  When Max sits down, a noise comes out.  Calvin apparently put a whoopee cushion on Max's chair.  Calvin laughs hysterically while Mom covers her face with her hands."
"January 16, 1989","Spaceman Spiff finds himself on the planet surface.  An alien approaches.  In the blinding light, Spiff can't tell whether the alien is friendly or hostile.  Mom comes in to yell at Calvin who's still sitting on his bed.  She tells him to get ready for school.  Spiff, being carried off by the alien, says that it's definitely hostile."
"January 16, 1990","Calvin and Hobbes run up the stairs.  Calvin says Mom must have sent his duplicate upstairs.  Hobbes says this is turning into a mess.  Calvin complains that the duplicate gets in trouble, but he gets the blame.  They're horrified as they open the bedroom door.  Hobbes says Calvin's duplicator is a big success as he looks at five duplicate Calvins.  One of them says the duplicator burned out after the fifth one."
"January 16, 1991","Mom and Dad get out of bed.  Mom sees Calvin outside with the garden hose.  Dad runs outside yelling for Calvin to come inside.  He slips on the ice created by Calvin's watering and slides across the yard.  Calvin runs off with Hobbes while being chased by Dad, who is covered with snow.  Calvin yells that Dad is a snow goon, too."
"January 16, 1993","In his snow fort, with several snowballs made, Calvin says he'd like to see Mom make him come inside.  He says with his arsenal, he can stay out all day.  He's the master of his fate and can stay outside as long as he pleases.  Mom sees Calvin warming his hands and asks if he's back inside so soon.  Calvin says it's too cold out."
"January 16, 1994",Spaceman Spiff's craft plunges into the water.  He climbs out swimming and is attacked by fish.  Then a giant creature comes out of the water behind him.  The creature asks if the water is too cold.  Spiff says no.  Mom leaves the bathroom saying he should stop his infernal screaming.
"January 16, 1995","Waiting for the bus, Calvin tells Hobbes you get up some days and know some things aren't going to go well.  Calvin says those are the days you should put your pajamas back on, make hot chocolate, and read comic books in bed until the world looks more encouraging.  Grumpily, Calvin says they never let you do that.  Hobbes asks if today is one of those days.  Calvin yells that it sure is."
"January 17, 1986",The principal calls Susie and Calvin into his office.  Susie yells that it's all Calvin's fault.  Calvin yells that Susie's started it.  Calvin wants to know if they're getting spanked.  Susie promises to never pass notes again.  They both cry and wish they were dead.  The principal looks up and thinks that he hates his job.
"January 17, 1987","Calvin runs after Susie.  He tells her he's sorry he called her names and didn't mean to hurt your feelings.  Susie says her feelings were hurt, but that she accepts his apology.  Calvin happily runs off saying that goodness that's over with. Susie yells after him that on second thought, he should grovel a little bit."
"January 17, 1988","Calvin comes in from the snow.  Mom fixed him some hot chocolate and crackers with peanut butter.  She tells him to wrap up with a blanket and to take the food in front of the fireplace.  She brings Hobbes and some comic books. After Mom leaves, Calvin notices she even put marshmallows in the hot chocolate.  He says ""nobody knows how to pamper like a Mom"".  Hobbes wants to know if Calvin is going to eat all those peanut butter crackers himself, or what."
"January 17, 1989","Calvin is tossed out the door.  Mom tells him the bus will be by any minute.  Get going!  Spaceman Spiff, captured by the Zogwargs, is being transported to the labor camp.  Our hero hatches a plan.  He makes his break.  Using the planet's weaker gravity, our hero is away like a shot.  Mom looks out the window.  She says she sees the bus, but why doesn't she see Calvin?"
"January 17, 1990","Calvin is horrified to see his duplicate made duplicates.  Calvin wonders what he should do.  Hobbes suggests telling Mom to put out extra table settings.  Calvin tells the duplicates they have to stay in the room and keep quiet.  None of the duplicates want to do that.  Calvin says that since he's the original, they have to do what he says.  The duplicates suggest putting it to a vote."
"January 17, 1991","Dad carries Calvin into the house.  Calvin says he can explain.  He tells Mom that he had to freeze the snow goons or they would have gotten him.  Dad tells Calvin it's after midnight.  He says they'll discuss it very thoroughly tomorrow. He sends Calvin to bed.  Wide-eyed, Calvin tells Hobbes he's not going to get any sleep now."
"January 17, 1993","In the snow fort, Calvin and Hobbes complain nobody's attacked their fort.  They're too popular.  Calvin says he's a genius, so people are drawn to his intellect.  Hobbes believes jungle cats are held in higher esteem.  He says you can't take a kid out in public, but tigers add savoir faire to any social occasion.  Calvin says at least kids don't have fleas.  Hobbes counters that's because fleas can't stand the way kids smell.  They threaten each other, then throw snowballs.  As they lie on the ground, covered with snow, Hobbes suggests they don't need enemies.  Calvin says best friends are all he can take."
"January 17, 1994","Calvin shows Hobbes his footprints in the snow.  He shows an impression of his body when he hit the ground.  He sees powdered remains of a snowball that hit him.  He can tell the snowball was thrown from over by a tree, based on the angle of particle dispersement.  He sees tiger tracks.  Hobbes says those could be anybody's tiger tracks."
"January 17, 1995","Still waiting for the bus, Calvin says on gray days, you should be able to call a judge and take an oath that you'll read a good book, and he'd allow you to stay home.  Hobbes asks if he'd only go to school on sunny days.  Calvin says on those days, the judge would let you play outside.  Hobbes comments that the judge is quite a guy.  Calvin says he'd make you go to school if it was hot, hazy, and humid with a lot of bugs."
"January 18, 1986","The principal tells Susie and Calvin he wants them to pay more attention in class.  Susie agrees.  The principal tells them to return to their class.  Susie heads off.  Calvin just stands in front of the principal's desk as he repeats himself about going back to class.  Spiff sets his blaster on ""medium well"" as the Zorg draws near."
"January 18, 1987","Hobbes hits Calvin with a snowball.  Calvin accuses Hobbes, who proclaims his innocence.  Calvin calls him a liar.  Hobbes replies Calvin is Mr. Tapioca Head.  Calvin has been maligned.  He promises not to speak to Hobbes again. They stick their tongues out at each other.  Calvin mocks Hobbes walking. Hobbes returns the insult by mocking Calvin.  They continue making fun of each other and making noises.  Mom yells for them to come inside.  Calvin laments Mom's interruption of their repartee.  Hobbes is sure he had Calvin wriggling in the crushing grip of reason."
"January 18, 1988","Calvin asks if Uncle Max has any kids.  Max tells him no, he isn't even married.  Calvin asks what difference that makes.  Max suggests Calvin watches a lot of TV."
"January 18, 1989",Spiff escapes!  Dad asks if Calvin got on the bus.  Mom says she didn't see.  Dad mentions he saw someone darting behind a tree.  They look and see it again.  Dad asks if that's Calvin.  Spiff inflates the emergency jet pack he keeps in his pocket.  The Zogwargs have spotted him.
"January 18, 1990","One of the duplicates is going to get some cookies.  One of them is going outside.  Another one wonders what's on TV.  Calvin tells them Mom will see them.  One of the duplicates says that as long as they split up, every time Mom sees one of them, she'll think they're Calvin.  The duplicates laugh and walk off.  Calvin calls them a bunch of devious little stinkers.  He wonders where they learned to misbehave that way.  Hobbes thinks they should check into a hotel until this is over."
"January 18, 1991","Calvin explains to Mom and Dad how the snow goons were building an army.  He asks if they see.  He explains he had to freeze them while they were sleeping.  He asks if they see.  He says it all makes sense.  He asks if they see. Mom and Dad just look at Calvin.  Sitting on his bed, Calvin tells Hobbes they never see."
"January 18, 1993","Dad gets out of the car to see snowmen.  One is lying face down, one bent over retching.  Another is clutching at its throat.  Inside, Dad asks Mom if they're having eggplant casserole.  Mom says ""why, yes""."
"January 18, 1994","Calvin throws a snowball and hits Susie.  As she marches over to him, he says the stinging snow makes her cheeks look radiant.  As he lies in the snow, Calvin says some people can't take a compliment."
"January 18, 1995","Calvin asks Susie what 7 + 6 is.  Susie tells him three hundred billion gazillion.  Sarcastically, Calvin thanks her for the big help.  Susie tells him that is a three, followed by 85 zeroes.  Calvin writes it down, saying he knew that."
"January 19, 1986","Hobbes asks Calvin what he's watching on TV.  Calvin replies that the show is garbage that would insult a six-year-old.  Hobbes asks why he doesn't watch something else.  Calvin tells him the other shows are worse.  Hobbes asks why he watches TV at all.  Calvin tells him that there's nothing else to do.  Hobbes indignantly tells Calvin that he could read a book, write a letter, or take a walk.  He says Calvin will wish he had more memories when he's old and looks back on these years.  Calvin agrees, but stays in front of the TV.  Hobbes decides to join him."
"January 19, 1987","Calvin comes in with a couple envelopes and says one is for Hobbes.  Hobbes is so happy, since he never gets letters.  He looks at the envelope wondering who could have sent it and what could it be.  Calvin yells for him to open it and calls him a lunatic.  Hobbes tells him not to get huffy and that he wants to savor this."
"January 19, 1988",Max is talking to Mom as they do the dishes.  Max notices that Calvin takes Hobbes everywhere.  Mom agrees that they're inseparable.  Max asks if she worries that Calvin isn't playing with real friends.  Mom says she figures he will when he's ready.  She asks if Max ever had an imaginary friend.  Max laments that sometimes he thinks all his friends have been imaginary.
"January 19, 1989",Mom gets on her coat and tells Calvin to get over there.  Our hero blasts off on his jet pack.  Another daring escape for the intrepid Spaceman Spiff.  The Zogwargs are on rocket scooters.  Spiff fires his death ray blaster.  Calvin is throwing snowballs at Mom as she chases him.  She tells him he's digging his own grave.
"January 19, 1990","Mom tells Calvin not to eat cookies before dinner.  She asks if he cleaned his room yet.  The reply is that he's not Calvin, he's a duplicate.  Mom storms off saying ""some days that kid of mine"".  She sees Calvin in the living room watching TV.  She asks what he's doing in there.  The reply is ""are you taking a survey""."
"January 19, 1991","As the snow goons melt, Calvin tells Hobbes there's a moral to all this.  He says ""snow goons are bad news"".  Hobbes says that lesson certainly ought to be inapplicable elsewhere in life.  Calvin tells him he likes maxims that don't encourage behavior modification."
"January 19, 1993","Calvin sees Hobbes lying in the sunlight coming through the window.  He sees Hobbes lying in front of the fireplace.  He sees Hobbes lying on a heating register.  Later, he sees Hobbes under the covers in bed.  Calvin says all that fur must be strictly ornamental."
"January 19, 1994","Calvin looks up as Dad walks by.  He looks up as Mom walks by.  He builds a tiny snowman.  He looks down at it and calls it ""shrimp""."
"January 19, 1995","Calvin says he's thinking of starting his own talk radio show.  He'd spout simplistic opinions for hours, ridicule anyone who disagrees, and foster divisiveness, cynicism, and a lower level of public dialog.  Hobbes says it seems Calvin was born for the job.  Calvin asks Hobbes to imagine being paid to act like a six-year-old."
"January 2, 1986","Calvin asks Hobbes if he's ever kissed a girl. Hobbes replies that he has kissed a few.  Calvin asks what it was like.  Hobbes grabs Calvin and plants a big kiss on him and says ""only a lot more so"".  Calvin tries to clean his lips while he says he was hoping it wasn't so fuzzy."
"January 2, 1987","Calvin pulls his toboggan up the hill.  He wipes his head from the effort.  Later, when he returns home, he asks Dad if he's given any more thought to Calvin's suggestion of a backyard ski lift."
"January 2, 1988","Calvin yells out that his snow fort makes him invulnerable.  He boasts how he can launch a barrage and remain safe from retaliation.  Suddenly, a snowball smacks into the back of his head.  Hobbes is making another snowball as Calvin complains that he was supposed to attack from the other side of the fort."
"January 2, 1989","Calvin is shoveling snow.  He asks why they can't buy a snow blower.  He says they must be the only family in the world that shovels the driveway by hand.  He complains it's freezing.  Dad opens the door and tells him to keep at it.  It builds character.  Calvin says it's pretty convenient that every time he builds character, Dad saves a couple hundred dollars."
"January 2, 1990","Calvin looks down the hill.  He and Hobbes are at the top of the hill with their sled.  Calvin says that before going down a steep hill, one should always give his sled a safety check.  Seat belts and signals?  Hobbes says none.  Brakes and steering?  Hobbes says none.  Down the hill they go, yelling ""Wheeeeee"" as they slide down."
"January 2, 1991","Calvin and Hobbes hide behind a tree.  Calvin didn't know the snowman he brought to life would be evil. He knows they have to get rid of it.  Hobbes suggests luring him inside so he'd melt.  Calvin rejects that idea.  It would take hours, it might kill Mom, and if it didn't, Mom would have a fit about the water on the floor.  Hobbes asks how they finally killed ""Frosty"".  Calvin wishes he'd watched that show.  He suggests maybe they stabbed him with an icicle."
"January 2, 1993","Calvin decides to stop caring about things.  He says if you care, you get disappointed.  If you don't care, nothing matters.  He tells Hobbes his rallying cry is ""so what"".  Hobbes says that's a tough cry to rally around."
"January 2, 1994","Calvin sleds down the hill.  At the bottom, he straps on a rocket pack and blasts back to the top of the hill.  Calvin pulls his sled back up the hill with a sigh."
"January 2, 1995","Hobbes asks Calvin how he's doing on his New Year's resolutions.  Calvin didn't make any.  He says to improve oneself, one must have an idea of what ""good"" is.  Calvin explains values are relative.  Virtue isn't ""better"" than vice, just different.  Hobbes isn't sure he can tolerate that much tolerance.  Calvin refuses to be victimized by notions of virtuous behavior."
"January 20, 1986","Calvin points the remote control at the TV set, clicks it, and the TV goes off.  Smiling, Calvin walks to the living room where Dad is sitting.  Calvin points the remote control at Dad, clicks it, and says ""rats"" when nothing happens."
"January 20, 1987",Hobbes looks at what he got in the mail.  He says it's an invitation.  Calvin wants to know who would invite him anywhere.  Calvin says no one invites a tiger because you can't get the insurance.  Hobbes says someone is inviting him. Calvin shouts for Hobbes to tell him who invited him and to read the invitation.  Hobbes figures it's probably some big state dinner.  He hopes he can find his cummerbund.
"January 20, 1988","Calvin offers to show Max a magic disappearing trick.  Calvin explains that he'll need a twenty-dollar bill.  Max offers a nickel instead.  Calvin says it works better with a twenty or a fifty, if he has one.  Max crouches down by Calvin and tells him he must think ol' Uncle Max is a low-watt bulb.  Calvin asks if Dad told him how this works."
"January 20, 1989","Mom drags Calvin back telling him he's in big trouble.  She asks why he didn't get on the bus.  Now she has to take him to school, and Dad will be late to work.  She tells Calvin he's inconvenienced everyone and asks if he has anything to say for himself.  Calvin tells the Zogwarg Queen to give him liberty or give him death.  Mom turns from the steering wheel with teeth clenched.  She tells Calvin not to tempt her.  She also tells him to call her Mom."
"January 20, 1990","Dad gets home, and Calvin says hi.  Dad replies, and another Calvin comes by to say hi.  Dad says that he already told him hi.  Another Calvin says hi, and Dad tells him to knock it off.  Mom tells Dad that he should have a talk with Calvin.  He's been driving her crazy."
"January 20, 1991","Spaceman Spiff crashes on Planet Plootarg.  He sets off in search of a service station.  He sees the Zarches have followed him to the planet's surface to finish him off.  The planet's soft, granular ground makes him easy to track.  He runs backwards, so his tracks show him going the opposite direction.  By continuing past a hiding place and doubling back, Spiff fools the aliens.  Calvin, up in a tree, looks down at Mom and Dad.  They're yelling that it's time to go in.  Dad says he knows Calvin went this way, and that they'll find him."
"January 20, 1993",Mom looks in the bathtub to find a snowman looking like Calvin inside.  Mom yells that it's a nice try.
"January 20, 1994","Susie sees a snowball pass overhead.  Several others come, some hitting her.  She walks over to Calvin, who is standing next to a wheelbarrow.  He tells her all she has is circumstantial evidence.  As he lies in the snow, he says you can't get a fair trial in this town."
"January 20, 1995",Calvin makes a snowball and starts chuckling.  He continues to laugh as he finishes the snowball.  He stops.  He looks at the snowball and says that obviously he's tapped into some primeval well of the human psyche.
"January 21, 1986","Calvin asks Mom if he can remove his floorboards and build a secret passageway.  Mom says not to be ridiculous, and that he'd come through the kitchen ceiling if he tried it.  Calvin walks up to his room and asks Hobbes how quietly he thinks they can nail the boards back in."
"January 21, 1987",Calvin continues to badger Hobbes about his invitation.  He asks what it says and calls Hobbes a dumb hairball.  Hobbes tells him he'll read it when he's good and ready.  Calvin burns with impatience.  Hobbes starts reading his invitation....slowly.  Calvin yells at Hobbes to read faster.
"January 21, 1988",Calvin asks Uncle Max when he's going home.  Max tells him tomorrow.  Calvin says he wishes Max could stay forever.  Max says that's a nice thing to say and says Calvin is alright.  Calvin says Mom is a lot more patient with him in front of guests.
"January 21, 1989","Susie asks Calvin why he was late to school.  Calvin tells her he was going to skip, but he got caught.  When Susie asks how he got caught, Calvin tells her Mom had the wind for that final sprint.  Susie asks if his Mom had to chase him. Calvin tells her he couldn't believe it when Mom cleared the hedge."
"January 21, 1990","Mom, Dad, and Calvin are walking outside.  Calvin complains that his toes are numb.  Dad tells him numb toes build character.  Calvin asks if frostbite, hypothermia, and death build character too.  He says this is the worst day of his life. He says it seems like they've been walking for hours.  Mom asks him to quit griping.  Calvin says he's not griping.  He's just observing what a miserable experience this walk is.  He complains that as long as he's trudging hundreds of miles for no apparent reason, he might as well do it in silence.  He continues ranting about being in the elements like a complete idiot, watching his digits turn to ice and fall off.  They finally get home.  Calvin grabs his toboggan and runs to play."
"January 21, 1991","There is a snowman with a hole shot in him from a cannon behind.  There is a snowman with a shovel, looking at the ground where the head of another snowman lies.  Calvin has another snowman on a chair with a noose around its neck.  Looking out the kitchen window, Dad tells Mom that she has to admit it's slowed down the traffic on their road."
"January 21, 1993","Calvin says nothing he does is his fault.  He says his family is dysfunctional, so he's not self-actualized.  He says his behavior is addictive functioning in a disease process of toxic co-dependency.  He need holistic healing before he'll accept responsibility for his actions.  Hobbes says one of them needs to stick his head in a bucket of ice water.  Calvin says he loves the culture of victimhood."
"January 21, 1994","Waiting for the school bus, Calvin tells Susie he couldn't stand being a girl.  He says when guys grow up, they play with cars, stereos, you name it.  Girls don't get toys when they grow up.  They just buy clothes and shoes.  He says that's sad.  Susie guesses girls actually mature as they grow older."
"January 21, 1995","Calvin builds a snowman, looking like he's swimming.   Behind the snowman, he builds small curved mounds.  Hobbes asks if they're snow sharks.  Calvin says the guy is a goner."
"January 22, 1986","Calvin asks Dad what this disgusting slimy blob on his plate is.  Dad replies that he should try it.  Calvin wants to know what if he does try it and doesn't like it.  Dad replies that if that happens he will build character.  As Calvin peeks over his dinner plate, he comments on how Dad is always looking out for him."
"January 22, 1987","Hobbes reads that it's an invitation to Susie Derkins' birthday party.  Calvin asks if it talks about him, and Hobbes says no.  Calvin thinks his invitation must have been sent separately.  Susie probably insured it so it wouldn't get lost. Those invitations take longer to arrive.  Calvin figures he'll have to sign for his invitation when it comes.  Hobbes notices something on the back of the invitation.  Susie wrote that Hobbes can bring ""that stupid kid you hang around, if you must""."
"January 22, 1988",Everyone is saying goodbye to Max at the airport.  Max tells Calvin to come visit him sometime.  Calvin decides he'll go right then.  Mom grabs Calvin.  Dad tells her she missed her chance.  They could have bought Calvin a ticket.
"January 22, 1989","Calvin hides behind a tree.  He plans to cream her cranium with a barrage of snowballs.  Susie is busy making a snowman.  Calvin misses with the toss.  He blames the cross breezes.  Then he throws several snowball, which all miss Susie.  She taunts him by saying he's the worst shot in the world.  She says if it wasn't for gravity, he wouldn't hit the ground. SMACK!  Susie gets nailed by a snowball.  She runs after Calvin, who gleefully comments he did it when it really counted. After going home, Calvin tells Mom that he has bad news.  He says he promised his soul to the devil that afternoon.  Mom asks if it was that recently."
"January 22, 1990","Calvin tells the duplicates that since he doesn't know how to get rid of them, they might as well cooperate.  He says they can divide up the school week, since there are enough duplicates.  There's one for each day.  Calvin says if the rest of them lay low, they can take turns going to school, and no one will be the wiser.  Calvin ends with the question of who will get the bed.  The duplicates offer to fight him for it."
"January 22, 1991","Calvin has shoveled the front steps of the house.  He has also shoveled a meandering path around the yard, going around trees, before heading toward the driveway.  Dad, standing on the steps wanting to get to the car in the driveway, yells at Calvin for not just shoveling the sidewalk over to the driveway."
"January 22, 1993","Calvin has built a snowman looking at a snowball.  He tells Hobbes he's contemplating snowman evolution.  If he evolved from a snowball, it raises tough theological questions.  Hobbes asks if one of those would be the morality of throwing one's precursors at someone.  Calvin says yes, and adds the question of shoveling one's genetic material off the walk."
"January 22, 1994","Mom and Dad look at a snowman.  It's holding a shrunken snow head, with others in a snow pot next to it.  Mom comments that on the other hand, the neighbors keep planting big trees next to them."
"January 22, 1995","Calvin, the astronaut, hops out of the space lander.  He hops in the lunar rover and drives around the surface of the moon.  From space, you can read ""Calvin is great"" in tire tracks on the surface of the moon.  Calvin looks at the moon with binoculars.  He tells Dad he wishes he could go to the moon.  Dad says he wishes Calvin could, too."
"January 23, 1986","Mom yells up the stairs for Calvin to get up.  She goes to his bedroom door, tells Calvin it's nearly 7:30 and asks if he's ready.  Calvin replies he's coming.  There sits Hobbes with Calvin's shirt and cap on.  Hobbes tells Calvin that he knew it wouldn't work.  Calvin believes it didn't work because Hobbes didn't put on Calvin's pants."
"January 23, 1987","Hobbes celebrates being able to go to the birthday party.  Calvin calls Susie stupid.  Hobbes talks about the balloons, cake and presents.  Calvin says Susie won't be getting a big present from him.  Hobbes figures they'll play games, too.  With a smile on his face, Hobbes suggests they might play ""spin the bottle"".  Calvin yells for him to ""get real""."
"January 23, 1988","Calvin and Hobbes are sitting on the floor playing checkers.  Dad asks if he's just going to sit inside all day. Dad tells Calvin he should go outside to play and to get some fresh air.  Calvin and Hobbes get bundled up, go outside, and sit on the ground playing checkers."
"January 23, 1989","Calvin is on the telephone asking for the tool department.  He asks the price of circular saws, then electric drills.  He asks how big a bit the drill will hold.  Then Mom walks by.  Calvin acts as if he's talking to Susie about a school assignment.  After Mom passes, Calvin apologizes to the tool department and asks about acetylene torches.  He tells them to ring it up.  He has Dad's MasterCard in his hand."
"January 23, 1990","Susie says hi to Calvin.  The reply is that he's duplicate number two.  Susie asks what he's talking about.  He explains that they drew straws, and it's his day to go to school.  They're taking turns.  Susie says Calvin's so weird, she isn't going to talk to him.  He says he's not Calvin.  Susie wishes she lived someplace where she went to a normal bus stop.  He asks if she'll help him find Calvin's locker."
"January 23, 1991","Calvin is walking in the snow, clearing a path.  He jumps over to start another path.  He starts still another. Hobbes asks if he's had any luck.  Calvin says he's so disappointed.  In the snow, Calvin has made a message to jet pilots to do a barrel roll."
"January 23, 1993","Calvin stops when a snowball plops in front of him.  He looks up.  Horrified, he's hit by several snowballs.  Up in the tree, Hobbes says it's that moment of dawning comprehension he lives for."
"January 23, 1994",Calvin says a snowman looks unoriginal.  He walks on to see one with female features.  Calvin says provoking a reaction isn't the same thing as saying something important.  He critiques a snowman family he sees.  Calvin tells Hobbes it's hard being the sole guardian of high culture as he makes a snow scene.  Hobbes says talent like theirs carries enormous responsibilities.  They have made a snow UFO with two snow aliens.  A snowman lies decapitated as they add to the scene.
"January 23, 1995","Calvin shows Dad his new invention, a hanger poked out the back of his pants to make a tailhook.  He says with a rope stretched across the doorway, he can blast into a room, and the hook will grab the rope and prevent him from crashing out the window.  He tells Dad to get some patent applications.  Calvin walks away wondering how many fortunes Dad has let slip through his fingers."
"January 24, 1986",Calvin asks Hobbes if he knows where babies come from.  Hobbes says no.  Calvin then wonders how a person would find out.  Hobbes asks to see the back of Calvin's shirt.  He then informs Calvin that he came from Taiwan.
"January 24, 1987","Hobbes is making out a list of gifts they could give Susie.  Calvin suggests a mouth full of broken teeth. Hobbes thinks a can of tuna fish would be better.  Calvin wonders why she'd want that.  Hobbes figures maybe she wouldn't want it, they could offer to take it back, get some mayo and bread..."
"January 24, 1988","Hobbes is playing Monopoly with Calvin.  Hobbes tells Calvin he can't just take money from the bank.  Calvin explains that Hobbes has hotels on all his properties, so Calvin can't afford to pay him.  Calvin is robbing a bank.  Hobbes tells him he can't do that.  Calvin replies he's the banker, and he's not going to risk his life for a couple thousand dollars.  Hobbes shows the rules don't say you can rob the bank.  Calvin retorts the rules don't show that you can't.  He tells Hobbes to just roll the dice and accept this tragic turn of events.  Hobbes says if that's how Calvin's going to play, Hobbes will rob Calvin.  Calvin steals the deeds to Boardwalk and Park Place.  Hobbes angrily takes all the houses and hotels and puts them on Baltic Avenue, where Calvin landed.  Calvin owes Hobbes $250,000.  In the other room, Mom comments how cute it is that Calvin plays both sides of the Monopoly board.  Dad isn't so sure.  He's heard Calvin using words he didn't learn in their household."
"January 24, 1989","Calvin complains about all the homework he has to do.  He tells Hobbes he doesn't want to do the homework, and he wants to play outside.  Calvin and Hobbes are sledding down the hill.  Calvin says ""childhood is short and maturity is forever""."
"January 24, 1990","Miss Wormwood asks Calvin to demonstrate the homework problem that was assigned.  Calvin says he wasn't there yesterday.  Miss Wormwood says he was present.  The explanation is that he is duplicate number five.  Duplicate number two was at school yesterday.  They are taking turns.  Number two will be back next week, so she can ask him to do the problem then.  In the principal's office, Calvin says he doesn't see what's so hard about this."
"January 24, 1991","WHAP!  Susie gets hit in the back of the head with a snowball.  She angrily asks Calvin if he threw that. Calvin points to himself and asks ""Who, me"".  Calvin lies in the snow.  At home, he stands in front of a mirror practicing saying ""Who, me"" to sound more convincing next time."
"January 24, 1993","The dinosaur comes out attacking another.  Calvin hits Susie with a snowball.  She gets up.  The second dinosaur chases the attacking one.  Calvin closes his front door, marches upstairs, and throws away his book on dinosaurs."
"January 24, 1994","Dad tells Calvin their lives are filled with machines designed to reduce their work.  Dad asks what they do with all their leisure.  He asks Calvin if they educate themselves, explore, invent or create.  Calvin tells Dad he can't hear a commercial on television.  Calvin is booted out of the house.  Calvin says if it were left up to Dad, leisure would be as bad as work."
"January 24, 1995","Calvin tells Hobbes that as an artist, he'll speak to future generations after he's gone.  Calvin shows his latest snow sculpture.  It's a snowman with a rear end crack at the top of an icy set of stairs.  Calvin calls it ""nude descending a staircase""."
