date,book,page
1988-01-15,The Authoritative Calvin and Hobbes,116
1988-01-16,Yukon Ho!,110
1988-01-16,The Authoritative Calvin and Hobbes,116
1988-01-17,The Calvin and Hobbes Lazy Sunday Book,48
1988-01-17,Yukon Ho!,113
1988-01-17,The Authoritative Calvin and Hobbes,119
1988-01-18,Yukon Ho!,111
1988-01-18,The Authoritative Calvin and Hobbes,117
1988-01-19,The Calvin and Hobbes Tenth Anniversary Book,76
1988-01-19,Yukon Ho!,111
1988-01-19,The Authoritative Calvin and Hobbes,117
1988-01-20,Yukon Ho!,111
1988-01-20,The Authoritative Calvin and Hobbes,117
1988-01-21,Yukon Ho!,112
1988-01-21,The Authoritative Calvin and Hobbes,118
1988-01-22,Yukon Ho!,112
1988-01-22,The Authoritative Calvin and Hobbes,118
1988-01-23,Yukon Ho!,104
1988-01-23,The Authoritative Calvin and Hobbes,118
1988-01-24,The Calvin and Hobbes Lazy Sunday Book,49
1988-01-24,Yukon Ho!,114
1988-01-24,The Authoritative Calvin and Hobbes,120
1988-01-25,The Calvin and Hobbes Tenth Anniversary Book,70
1988-01-25,Yukon Ho!,115
1988-01-25,The Authoritative Calvin and Hobbes,121
1988-01-26,The Calvin and Hobbes Tenth Anniversary Book,70
1988-01-26,Yukon Ho!,115
1988-01-26,The Authoritative Calvin and Hobbes,121
1988-01-27,The Calvin and Hobbes Tenth Anniversary Book,71
1988-01-27,Yukon Ho!,115
1988-01-27,The Authoritative Calvin and Hobbes,121
1988-01-28,The Calvin and Hobbes Tenth Anniversary Book,71
1988-01-28,Yukon Ho!,116
1988-01-28,The Authoritative Calvin and Hobbes,122
1988-01-29,The Calvin and Hobbes Tenth Anniversary Book,72
1988-01-29,Yukon Ho!,116
1988-01-29,The Authoritative Calvin and Hobbes,122
1988-01-30,The Calvin and Hobbes Tenth Anniversary Book,72
1988-01-30,Yukon Ho!,116
1988-01-30,The Authoritative Calvin and Hobbes,122
1988-01-31,The Calvin and Hobbes Lazy Sunday Book,50
1988-01-31,Yukon Ho!,119
1988-01-31,The Authoritative Calvin and Hobbes,125
1988-02-01,The Calvin and Hobbes Tenth Anniversary Book,73
1988-02-01,Yukon Ho!,117
1988-02-01,The Authoritative Calvin and Hobbes,123
1988-02-02,The Calvin and Hobbes Tenth Anniversary Book,73
1988-02-02,Yukon Ho!,117
1988-02-02,The Authoritative Calvin and Hobbes,123
1988-02-03,The Calvin and Hobbes Tenth Anniversary Book,74
1988-02-03,Yukon Ho!,117
1988-02-03,The Authoritative Calvin and Hobbes,123
1988-02-04,The Calvin and Hobbes Tenth Anniversary Book,74
1988-02-04,Yukon Ho!,118
1988-02-04,The Authoritative Calvin and Hobbes,124
1988-02-05,The Calvin and Hobbes Tenth Anniversary Book,78
1988-02-05,Yukon Ho!,118
1988-02-05,The Authoritative Calvin and Hobbes,124
1988-02-06,Yukon Ho!,118
1988-02-06,The Authoritative Calvin and Hobbes,124
1988-02-07,The Calvin and Hobbes Lazy Sunday Book,51
1988-02-07,Yukon Ho!,120
1988-02-07,The Authoritative Calvin and Hobbes,126
1988-02-08,Yukon Ho!,121
1988-02-08,The Authoritative Calvin and Hobbes,127
1988-02-09,Yukon Ho!,121
1988-02-09,The Authoritative Calvin and Hobbes,127
1988-02-10,Yukon Ho!,121
1988-02-10,The Authoritative Calvin and Hobbes,127
1988-02-11,Yukon Ho!,122
1988-02-11,The Authoritative Calvin and Hobbes,128
1988-02-12,Yukon Ho!,122
1988-02-12,The Authoritative Calvin and Hobbes,128
1988-02-13,Yukon Ho!,122
1988-02-13,The Authoritative Calvin and Hobbes,128
1988-02-14,Yukon Ho!,123
1988-02-14,The Authoritative Calvin and Hobbes,129
1988-02-15,Yukon Ho!,124
1988-02-15,The Authoritative Calvin and Hobbes,130
1988-02-16,Yukon Ho!,124
1988-02-16,The Authoritative Calvin and Hobbes,130
1988-02-17,Yukon Ho!,124
1988-02-17,The Authoritative Calvin and Hobbes,130
1988-02-18,Yukon Ho!,125
1988-02-18,The Authoritative Calvin and Hobbes,131
1988-02-19,Yukon Ho!,125
1988-02-19,The Authoritative Calvin and Hobbes,131
1988-02-20,Yukon Ho!,125
1988-02-20,The Authoritative Calvin and Hobbes,131
1988-02-21,The Calvin and Hobbes Lazy Sunday Book,52
1988-02-21,Yukon Ho!,126
1988-02-21,The Authoritative Calvin and Hobbes,132
1988-02-22,Weirdos From Another Planet,5
1988-02-22,The Authoritative Calvin and Hobbes,133
1988-02-23,Weirdos From Another Planet,5
1988-02-23,The Authoritative Calvin and Hobbes,133
1988-02-24,Weirdos From Another Planet,5
1988-02-24,The Authoritative Calvin and Hobbes,133
1988-02-25,Weirdos From Another Planet,6
1988-02-25,The Authoritative Calvin and Hobbes,134
1988-02-26,Weirdos From Another Planet,6
1988-02-26,The Authoritative Calvin and Hobbes,134
1988-02-27,Weirdos From Another Planet,6
1988-02-27,The Authoritative Calvin and Hobbes,134
1988-02-28,Weirdos From Another Planet,8
1988-02-28,The Calvin and Hobbes Lazy Sunday Book,53
1988-02-28,The Authoritative Calvin and Hobbes,136
1988-02-29,Weirdos From Another Planet,7
1988-02-29,The Authoritative Calvin and Hobbes,135
1988-03-01,Weirdos From Another Planet,7
1988-03-01,The Authoritative Calvin and Hobbes,135
1988-03-02,Weirdos From Another Planet,7
1988-03-02,The Calvin and Hobbes Tenth Anniversary Book,27
1988-03-02,The Authoritative Calvin and Hobbes,135
1988-03-03,Weirdos From Another Planet,9
1988-03-03,The Calvin and Hobbes Tenth Anniversary Book,78
1988-03-03,The Authoritative Calvin and Hobbes,137
1988-03-04,Weirdos From Another Planet,9
1988-03-04,The Authoritative Calvin and Hobbes,137
1988-03-05,Weirdos From Another Planet,9
1988-03-05,The Authoritative Calvin and Hobbes,137
1988-03-06,Weirdos From Another Planet,10
1988-03-06,The Calvin and Hobbes Lazy Sunday Book,54
1988-03-06,The Authoritative Calvin and Hobbes,138
1988-03-07,Weirdos From Another Planet,12
1988-03-07,The Authoritative Calvin and Hobbes,139
1988-03-08,Weirdos From Another Planet,12
1988-03-08,The Authoritative Calvin and Hobbes,139
1988-03-09,Weirdos From Another Planet,12
1988-03-09,The Authoritative Calvin and Hobbes,139
1988-03-10,Weirdos From Another Planet,13
1988-03-10,The Authoritative Calvin and Hobbes,140
1988-03-11,Weirdos From Another Planet,13
1988-03-11,The Authoritative Calvin and Hobbes,140
1988-03-12,Weirdos From Another Planet,13
1988-03-12,The Authoritative Calvin and Hobbes,140
1988-03-13,Weirdos From Another Planet,18
1988-03-13,The Calvin and Hobbes Lazy Sunday Book,55
1988-03-13,The Authoritative Calvin and Hobbes,145
1988-03-14,Weirdos From Another Planet,14
1988-03-14,The Authoritative Calvin and Hobbes,141
1988-03-15,Weirdos From Another Planet,14
1988-03-15,The Authoritative Calvin and Hobbes,141
1988-03-16,Weirdos From Another Planet,14
1988-03-16,The Authoritative Calvin and Hobbes,141
1988-03-17,Weirdos From Another Planet,15
1988-03-17,The Authoritative Calvin and Hobbes,142
1988-03-18,Weirdos From Another Planet,15
1988-03-18,The Authoritative Calvin and Hobbes,142
1988-03-19,Weirdos From Another Planet,15
1988-03-19,The Authoritative Calvin and Hobbes,142
1988-03-20,Weirdos From Another Planet,20
1988-03-20,The Calvin and Hobbes Lazy Sunday Book,56
1988-03-20,The Authoritative Calvin and Hobbes,146
1988-03-21,Weirdos From Another Planet,16
1988-03-21,The Authoritative Calvin and Hobbes,143
1988-03-22,Weirdos From Another Planet,16
1988-03-22,The Authoritative Calvin and Hobbes,143
1988-03-23,Weirdos From Another Planet,16
1988-03-23,The Authoritative Calvin and Hobbes,143
1988-03-24,Weirdos From Another Planet,17
1988-03-24,The Authoritative Calvin and Hobbes,144
1988-03-25,Weirdos From Another Planet,17
1988-03-25,The Authoritative Calvin and Hobbes,144
1988-03-26,Weirdos From Another Planet,17
1988-03-26,The Authoritative Calvin and Hobbes,144
1988-03-27,Weirdos From Another Planet,22
1988-03-27,The Calvin and Hobbes Lazy Sunday Book,57
1988-03-27,The Authoritative Calvin and Hobbes,148
1988-03-28,Weirdos From Another Planet,19
1988-03-28,The Authoritative Calvin and Hobbes,147
1988-03-29,Weirdos From Another Planet,19
1988-03-29,The Authoritative Calvin and Hobbes,147
1988-03-30,Weirdos From Another Planet,19
1988-03-30,The Authoritative Calvin and Hobbes,147
1988-03-31,Weirdos From Another Planet,21
1988-03-31,The Authoritative Calvin and Hobbes,149
1988-04-01,Weirdos From Another Planet,21
1988-04-01,The Authoritative Calvin and Hobbes,149
1988-04-02,Weirdos From Another Planet,21
1988-04-02,The Authoritative Calvin and Hobbes,149
1988-04-03,Weirdos From Another Planet,24
1988-04-03,The Calvin and Hobbes Lazy Sunday Book,58
1988-04-03,The Authoritative Calvin and Hobbes,150
1988-04-04,Weirdos From Another Planet,23
1988-04-04,The Authoritative Calvin and Hobbes,151
1988-04-05,Weirdos From Another Planet,23
1988-04-05,The Authoritative Calvin and Hobbes,151
1988-04-06,Weirdos From Another Planet,23
1988-04-06,The Authoritative Calvin and Hobbes,151
1988-04-07,Weirdos From Another Planet,25
1988-04-07,The Authoritative Calvin and Hobbes,152
1988-04-08,Weirdos From Another Planet,25
1988-04-08,The Authoritative Calvin and Hobbes,152
1988-04-09,Weirdos From Another Planet,25
1988-04-09,The Authoritative Calvin and Hobbes,152
1988-04-10,Weirdos From Another Planet,26
1988-04-10,The Calvin and Hobbes Lazy Sunday Book,59
1988-04-10,The Authoritative Calvin and Hobbes,153
1988-04-11,Weirdos From Another Planet,28
1988-04-11,The Authoritative Calvin and Hobbes,154
1988-04-12,Weirdos From Another Planet,28
1988-04-12,The Authoritative Calvin and Hobbes,154
1988-04-13,Weirdos From Another Planet,28
1988-04-13,The Authoritative Calvin and Hobbes,154
1988-04-14,Weirdos From Another Planet,29
1988-04-14,The Authoritative Calvin and Hobbes,155
1988-04-15,Weirdos From Another Planet,29
1988-04-15,The Authoritative Calvin and Hobbes,155
1988-04-16,Weirdos From Another Planet,27
1988-04-16,The Authoritative Calvin and Hobbes,155
1988-04-17,Weirdos From Another Planet,30
1988-04-17,The Calvin and Hobbes Lazy Sunday Book,60
1988-04-17,The Authoritative Calvin and Hobbes,156
1988-04-18,Weirdos From Another Planet,31
1988-04-18,The Authoritative Calvin and Hobbes,157
1988-04-19,Weirdos From Another Planet,31
1988-04-19,The Authoritative Calvin and Hobbes,157
1988-04-20,Weirdos From Another Planet,31
1988-04-20,The Authoritative Calvin and Hobbes,157
1988-04-21,Weirdos From Another Planet,32
1988-04-21,The Authoritative Calvin and Hobbes,158
1988-04-22,Weirdos From Another Planet,32
1988-04-22,The Authoritative Calvin and Hobbes,158
1988-04-23,Weirdos From Another Planet,32
1988-04-23,The Authoritative Calvin and Hobbes,158
1988-04-24,Weirdos From Another Planet,33
1988-04-24,The Calvin and Hobbes Lazy Sunday Book,61
1988-04-24,The Calvin and Hobbes Tenth Anniversary Book,77
1988-04-24,The Authoritative Calvin and Hobbes,159
1988-04-25,Weirdos From Another Planet,34
1988-04-25,The Authoritative Calvin and Hobbes,160
1988-04-26,Weirdos From Another Planet,34
1988-04-26,The Authoritative Calvin and Hobbes,160
1988-04-27,Weirdos From Another Planet,34
1988-04-27,The Authoritative Calvin and Hobbes,160
1988-04-28,Weirdos From Another Planet,35
1988-04-28,The Authoritative Calvin and Hobbes,161
1988-04-29,Weirdos From Another Planet,35
1988-04-29,The Authoritative Calvin and Hobbes,161
1988-04-30,Weirdos From Another Planet,35
1988-04-30,The Authoritative Calvin and Hobbes,161
1988-05-01,Weirdos From Another Planet,36
1988-05-01,The Calvin and Hobbes Lazy Sunday Book,62
1988-05-01,The Authoritative Calvin and Hobbes,162
1988-05-02,Weirdos From Another Planet,37
1988-05-02,The Authoritative Calvin and Hobbes,163
1988-05-03,Weirdos From Another Planet,37
1988-05-03,The Authoritative Calvin and Hobbes,163
1988-05-04,Weirdos From Another Planet,37
1988-05-04,The Authoritative Calvin and Hobbes,163
1988-05-05,Weirdos From Another Planet,38
1988-05-05,The Authoritative Calvin and Hobbes,164
1988-05-06,Weirdos From Another Planet,38
1988-05-06,The Authoritative Calvin and Hobbes,164
1988-05-07,Weirdos From Another Planet,38
1988-05-07,The Authoritative Calvin and Hobbes,164
1988-05-08,Weirdos From Another Planet,41
1988-05-08,The Calvin and Hobbes Lazy Sunday Book,63
1988-05-08,The Authoritative Calvin and Hobbes,167
1988-05-09,Weirdos From Another Planet,39
1988-05-09,The Authoritative Calvin and Hobbes,165
1988-05-10,Weirdos From Another Planet,39
1988-05-10,The Authoritative Calvin and Hobbes,165
1988-05-11,Weirdos From Another Planet,39
1988-05-11,The Authoritative Calvin and Hobbes,165
1988-05-12,Weirdos From Another Planet,40
1988-05-12,The Authoritative Calvin and Hobbes,166
1988-05-13,Weirdos From Another Planet,40
1988-05-13,The Authoritative Calvin and Hobbes,166
1988-05-14,Weirdos From Another Planet,40
1988-05-14,The Authoritative Calvin and Hobbes,166
1988-05-15,Weirdos From Another Planet,42
1988-05-15,The Calvin and Hobbes Lazy Sunday Book,64
1988-05-15,The Authoritative Calvin and Hobbes,168
1988-05-16,Weirdos From Another Planet,43
1988-05-16,The Calvin and Hobbes Tenth Anniversary Book,79
1988-05-16,The Authoritative Calvin and Hobbes,169
1988-05-17,Weirdos From Another Planet,43
1988-05-17,The Calvin and Hobbes Tenth Anniversary Book,79
1988-05-17,The Authoritative Calvin and Hobbes,169
1988-05-18,Weirdos From Another Planet,43
1988-05-18,The Calvin and Hobbes Tenth Anniversary Book,80
1988-05-18,The Authoritative Calvin and Hobbes,169
1988-05-19,Weirdos From Another Planet,44
1988-05-19,The Calvin and Hobbes Tenth Anniversary Book,80
1988-05-19,The Authoritative Calvin and Hobbes,170
1988-05-20,Weirdos From Another Planet,44
1988-05-20,The Calvin and Hobbes Tenth Anniversary Book,81
1988-05-20,The Authoritative Calvin and Hobbes,170
1988-05-21,Weirdos From Another Planet,44
1988-05-21,The Calvin and Hobbes Tenth Anniversary Book,81
1988-05-21,The Authoritative Calvin and Hobbes,170
1988-05-22,Weirdos From Another Planet,47
1988-05-22,The Calvin and Hobbes Lazy Sunday Book,65
1988-05-22,The Authoritative Calvin and Hobbes,173
1988-05-23,Weirdos From Another Planet,45
1988-05-23,The Calvin and Hobbes Tenth Anniversary Book,82
1988-05-23,The Authoritative Calvin and Hobbes,171
1988-05-24,Weirdos From Another Planet,45
1988-05-24,The Calvin and Hobbes Tenth Anniversary Book,82
1988-05-24,The Authoritative Calvin and Hobbes,171
1988-05-25,Weirdos From Another Planet,45
1988-05-25,The Calvin and Hobbes Tenth Anniversary Book,83
1988-05-25,The Authoritative Calvin and Hobbes,171
1988-05-26,Weirdos From Another Planet,46
1988-05-26,The Calvin and Hobbes Tenth Anniversary Book,83
1988-05-26,The Authoritative Calvin and Hobbes,172
1988-05-27,Weirdos From Another Planet,46
1988-05-27,The Authoritative Calvin and Hobbes,172
1988-05-28,Weirdos From Another Planet,46
1988-05-28,The Authoritative Calvin and Hobbes,172
1988-05-29,Weirdos From Another Planet,48
1988-05-29,The Calvin and Hobbes Lazy Sunday Book,66
1988-05-29,The Authoritative Calvin and Hobbes,174
1988-05-30,Weirdos From Another Planet,49
1988-05-30,The Authoritative Calvin and Hobbes,175
1988-05-31,Weirdos From Another Planet,49
1988-05-31,The Authoritative Calvin and Hobbes,175
1988-06-01,Weirdos From Another Planet,49
1988-06-01,The Authoritative Calvin and Hobbes,175
1988-06-02,Weirdos From Another Planet,50
1988-06-02,The Authoritative Calvin and Hobbes,176
1988-06-03,Weirdos From Another Planet,50
1988-06-03,The Authoritative Calvin and Hobbes,176
1988-06-04,Weirdos From Another Planet,50
1988-06-04,The Authoritative Calvin and Hobbes,176
1988-06-05,Weirdos From Another Planet,51
1988-06-05,The Calvin and Hobbes Lazy Sunday Book,67
1988-06-05,The Authoritative Calvin and Hobbes,177
1988-06-06,Weirdos From Another Planet,52
1988-06-06,The Authoritative Calvin and Hobbes,178
1988-06-07,Weirdos From Another Planet,52
1988-06-07,The Authoritative Calvin and Hobbes,178
1988-06-08,Weirdos From Another Planet,52
1988-06-08,The Authoritative Calvin and Hobbes,178
1988-06-09,Weirdos From Another Planet,53
1988-06-09,The Authoritative Calvin and Hobbes,179
1988-06-10,Weirdos From Another Planet,53
1988-06-10,The Authoritative Calvin and Hobbes,179
1988-06-11,Weirdos From Another Planet,27
1988-06-11,The Authoritative Calvin and Hobbes,179
1988-06-12,Weirdos From Another Planet,54
1988-06-12,The Calvin and Hobbes Lazy Sunday Book,68
1988-06-12,The Authoritative Calvin and Hobbes,180
1988-06-13,Weirdos From Another Planet,55
1988-06-13,The Authoritative Calvin and Hobbes,181
1988-06-14,Weirdos From Another Planet,55
1988-06-14,The Authoritative Calvin and Hobbes,181
1988-06-15,Weirdos From Another Planet,55
1988-06-15,The Authoritative Calvin and Hobbes,181
1988-06-16,Weirdos From Another Planet,56
1988-06-16,The Authoritative Calvin and Hobbes,182
1988-06-17,Weirdos From Another Planet,56
1988-06-17,The Authoritative Calvin and Hobbes,182
1988-06-18,Weirdos From Another Planet,56
1988-06-18,The Authoritative Calvin and Hobbes,182
1988-06-19,Weirdos From Another Planet,60
1988-06-19,The Calvin and Hobbes Lazy Sunday Book,69
1988-06-19,The Authoritative Calvin and Hobbes,186
1988-06-20,Weirdos From Another Planet,57
1988-06-20,The Authoritative Calvin and Hobbes,183
1988-06-21,Weirdos From Another Planet,57
1988-06-21,The Authoritative Calvin and Hobbes,183
1988-06-22,Weirdos From Another Planet,57
1988-06-22,The Authoritative Calvin and Hobbes,183
1988-06-23,Weirdos From Another Planet,58
1988-06-23,The Authoritative Calvin and Hobbes,184
1988-06-24,Weirdos From Another Planet,58
1988-06-24,The Authoritative Calvin and Hobbes,184
1988-06-25,Weirdos From Another Planet,58
1988-06-25,The Authoritative Calvin and Hobbes,184
1988-06-26,Weirdos From Another Planet,62
1988-06-26,The Calvin and Hobbes Lazy Sunday Book,70
1988-06-26,The Authoritative Calvin and Hobbes,188
1988-06-27,Weirdos From Another Planet,59
1988-06-27,The Authoritative Calvin and Hobbes,185
1988-06-28,Weirdos From Another Planet,59
1988-06-28,The Authoritative Calvin and Hobbes,185
1988-06-29,Weirdos From Another Planet,59
1988-06-29,The Authoritative Calvin and Hobbes,185
1988-06-30,Weirdos From Another Planet,61
1988-06-30,The Authoritative Calvin and Hobbes,187
1988-07-01,Weirdos From Another Planet,61
1988-07-01,The Authoritative Calvin and Hobbes,187
1988-07-02,Weirdos From Another Planet,61
1988-07-02,The Authoritative Calvin and Hobbes,187
1988-07-03,Weirdos From Another Planet,68
1988-07-03,The Calvin and Hobbes Lazy Sunday Book,71
1988-07-03,The Authoritative Calvin and Hobbes,193
1988-07-04,Weirdos From Another Planet,63
1988-07-04,The Authoritative Calvin and Hobbes,189
1988-07-05,Weirdos From Another Planet,63
1988-07-05,The Authoritative Calvin and Hobbes,189
1988-07-06,Weirdos From Another Planet,63
1988-07-06,The Authoritative Calvin and Hobbes,189
1988-07-07,Weirdos From Another Planet,64
1988-07-07,The Authoritative Calvin and Hobbes,190
1988-07-08,Weirdos From Another Planet,64
1988-07-08,The Authoritative Calvin and Hobbes,190
1988-07-09,Weirdos From Another Planet,64
1988-07-09,The Authoritative Calvin and Hobbes,190
1988-07-10,Weirdos From Another Planet,67
1988-07-10,The Calvin and Hobbes Lazy Sunday Book,72
1988-07-10,The Authoritative Calvin and Hobbes,194
1988-07-11,Weirdos From Another Planet,65
1988-07-11,The Authoritative Calvin and Hobbes,191
1988-07-12,Weirdos From Another Planet,65
1988-07-12,The Authoritative Calvin and Hobbes,191
1988-07-13,Weirdos From Another Planet,65
1988-07-13,The Authoritative Calvin and Hobbes,191
1988-07-14,Weirdos From Another Planet,66
1988-07-14,The Authoritative Calvin and Hobbes,192
1988-07-15,Weirdos From Another Planet,66
1988-07-15,The Authoritative Calvin and Hobbes,192
1988-07-16,Weirdos From Another Planet,27
1988-07-16,The Authoritative Calvin and Hobbes,192
1988-07-17,The Calvin and Hobbes Lazy Sunday Book,73
1988-07-17,Weirdos From Another Planet,73
1988-07-17,The Authoritative Calvin and Hobbes,199
1988-07-18,Weirdos From Another Planet,69
1988-07-18,The Authoritative Calvin and Hobbes,195
1988-07-19,Weirdos From Another Planet,69
1988-07-19,The Authoritative Calvin and Hobbes,195
1988-07-20,Weirdos From Another Planet,69
1988-07-20,The Authoritative Calvin and Hobbes,195
